order_num,order_type,cust_name,prod_number,prod_name,quantity,price,discount,order_total
1101258,Retail,Patton Barthel,RS703,RCB-889 Robot,1,549,0,549
1101259,Wholesale,Moore LLC,EB514,Polar Robots,3,23.99,4.8,67.17
1101260,Wholesale,Rutherford Group,RK606,BYOR-3535,9,225,45,1980
1101261,Wholesale,Kub LLC,DS306,DX-145 Drone,11,250,50,2700
1101262,Wholesale,Zoo Technologies,EB508,Fixed Wing Drones,4,15.5,3.1,58.9
1101263,Wholesale,Kreiger LLC,BP108,Panda Robot Blueprint,11,7.99,1.6,86.29
1101264,Retail,Corey Soame,TV813,Virtual Reality Basics,1,29.99,0,29.99
1101265,Wholesale,Feest Inc.,EB508,Fixed Wing Drones,67,15.5,3.1,1035.4
1101266,Wholesale,Zemlak Inc.,DS301,DA-SA702 Drone,7,399,79.8,2713.2
1101267,Retail,Hammy Eldin,RK603,BYOR-1500,3,189,0,567
1101268,Wholesale,Christiansen Group,BP109,QuadroCopter Blueprint,9,10.99,2.2,96.71
1101269,Wholesale,Gottlieb-Jenkins,TV808,Robotic Essentials,6,34.99,7,202.94
1101270,Retail,Stevie Hanscomb,EB511,Helicopter Drones,1,20.95,0,20.95
1101271,Retail,Lorna Cansdale,DS303,DTD-7000 Drone,1,450,0,450
1101272,Retail,Agnese Nolot,EB514,Polar Robots,1,23.99,0,23.99
1101273,Retail,Maggie Raynor,TV806,Mapping with Drones,1,49,0,49
1101274,Wholesale,Beahan Inc.,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1101275,Retail,Adrian Mariotte,EB509,GPS Drones,1,19.99,0,19.99
1101276,Wholesale,The Lesch Company,BP108,Panda Robot Blueprint,8,7.99,1.6,62.32
1101277,Retail,Pen Ridsdale,RK602,BYOR-1000,1,190,0,190
1101278,Retail,Isaak Legate,DS305,DTI-84 Drone,1,455,0,455
1101279,Wholesale,Runte Inc.,RS702,MICR-23K Robot,12,899,179.8,10608.2
1101280,Wholesale,Kohler Inc.,TV812,Understanding Raspberry PI,97,28.99,5.8,2806.23
1101281,Retail,Molly Klein,DS305,DTI-84 Drone,2,455,0,910
1101282,Wholesale,Mountain Run LLC,TV803,Cloud Computing,8,29.99,6,233.92
1101283,Wholesale,Upton LLC,EB509,GPS Drones,3,19.99,4,55.97
1101284,Wholesale,Ortiz Inc.,EB520,Understanding Arduino,6,17.5,3.5,101.5
1101285,Retail,Viviana Knoller,DK204,BYOD-300,1,89,0,89
1101286,Retail,Lauren Casper,DK208,BYOD-500,2,167,0,334
1101287,Retail,Leland Rackstraw,RK606,BYOR-3535,1,225,0,225
1101288,Retail,Charleen Curedell,TV813,Virtual Reality Basics,1,29.99,0,29.99
1101289,Wholesale,Mraz Ullrich Inc..,EB503,Building Your Own Drone,26,24.99,5,644.74
1101290,Wholesale,Metz Group,BP104,Cat Robot Blueprint,9,4.99,1,43.91
1101291,Wholesale,Cummings LLC,RK602,BYOR-1000,4,189,37.8,718.2
1101292,Wholesale,Wilkinson LLC,EB513,Photograph Drones,8,14.99,3,116.92
1101293,Retail,Hillary Gilfoy,DS306,DX-145 Drone,1,250,0,250
1101294,Retail,Henryetta Clayson,BP107,Ladybug Robot Blueprint,1,12,0,12
1101295,Retail,Ruperta Cawse,EB502,Building Your First Robot,1,24.95,0,24.95
1101296,Retail,Zia Easeman,EB520,Understanding Arduino,1,17.5,0,17.5
1101297,Retail,Darcy Wolff,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1101298,Wholesale,Jenkins LLC,RK603,BYOR-1500,12,189,37.8,2230.2
1101299,Retail,Jenna Brown,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1101300,Wholesale,Herzog Group,DS305,DTI-84 Drone,3,455,91,1274
1101301,Wholesale,Bahringer Group,BP104,Cat Robot Blueprint,11,4.99,1,53.89
1101302,Retail,Cassandra Caughte,TV809,Understanding 3D Printing,1,42.99,0,42.99
1101303,Wholesale,Landon Hotel,BP102,Bsquare Robot Blueprint,12,8.99,1.8,106.08
1101304,Retail,Forrest Baird,TV809,Understanding 3D Printing,1,42.99,0,42.99
1101305,Wholesale,Strosin Innovations,BP108,Panda Robot Blueprint,9,7.99,1.6,70.31
1101306,Wholesale,Bradtke Inc.,TV803,Cloud Computing,5,29.99,6,143.95
1101307,Retail,Margaret Eadmead,EB503,Building Your Own Drone,1,24.99,0,24.99
1101308,Wholesale,Boyer LLC,RK605,BYOR-3000,63,214,42.8,13439.2
1101309,Retail,Graham LLC,DK201,BYOD-100,1,54,0,54
1101310,Wholesale,Dare LLC,TV812,Understanding Raspberry PI,6,28.99,5.8,168.14
1101311,Wholesale,Little and Sons,RS704,RLK-9920 Robot,8,699,139.8,5452.2
1101312,Wholesale,Bergnaum Group,BP107,Ladybug Robot Blueprint,8,12,2.4,93.6
1101313,Retail,Dory Stebbings,BP107,Ladybug Robot Blueprint,1,12,0,12
1101314,Retail,Domenico Boanas,EB507,Drone Building Essentials,1,13.99,0,13.99
1101315,Wholesale,Boehm Inc.,EB513,Photograph Drones,35,14.99,3,521.65
1101316,Wholesale,Feest Inc.,RK606,BYOR-3535,96,223,44.6,21363.4
1101317,Wholesale,Carroll Inc.,EB507,Drone Building Essentials,7,13.99,2.8,95.13
1101318,Wholesale,Herzog Group,RS704,RLK-9920 Robot,9,699,139.8,6151.2
1101319,Retail,Catlin Sibray,RS702,MICR-23K Robot,1,899,0,899
1101320,Wholesale,Baumbach Security,BP110,Upside Down Robot Blueprint,4,12,2.4,45.6
1101321,Wholesale,Lind Group,TV813,Virtual Reality Basics,12,29.99,6,353.88
1101322,Wholesale,Baumbach Security,RS703,RCB-889 Robot,7,549,109.8,3733.2
1101323,Wholesale,Thompson Inc.,EB518,Single Rotor Drones,78,14.99,3,1166.22
1101324,Wholesale,Dickens LLC,BP110,Sleepy Eye Blueprint,35,11.99,2.4,417.25
1101325,Retail,Hazel Bison,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1101326,Retail,Clerkclaude Crannach,EB508,Fixed Wing Drones,1,15.5,0,15.5
1101327,Retail,Smitty Boehm,TV804,Drone Video Techniques,1,37.99,0,37.99
1101328,Wholesale,Witting Innovations,RS706,RWW-75 Robot,10,883,176.6,8653.4
1101329,Wholesale,Pouros Inc.,TV811,Understanding Drone Regulations,6,27.5,5.5,159.5
1101330,Wholesale,Murphy LLC,EB503,Building Your Own Drone,10,24.99,5,244.9
1101331,Retail,Freeman Spilstead,DS307,MICR-564K Drone,1,499,0,499
1101332,Retail,Regina McClure,RK606,BYOR-3535,2,225,0,450
1101333,Wholesale,Beatty LLC,EB509,GPS Drones,9,19.99,4,175.91
1101334,Wholesale,Cole Inc.,RK606,BYOR-3535,11,225,45,2430
1101335,Wholesale,Gorczany Inc.,BP106,Hexacopter Drone Blueprint,12,8.99,1.8,106.08
1101336,Wholesale,Veum Group,RS704,RLK-9920 Robot,3,699,139.8,1957.2
1101337,Retail,Leshia Schinetti,EB513,Photograph Drones,1,14.99,0,14.99
1101338,Wholesale,Bradtke Inc.,EB503,Building Your Own Drone,13,24.99,5,319.87
1101339,Wholesale,Kutch Inc.,TV809,Understanding 3D Printing,4,42.99,8.6,163.36
1101340,Wholesale,Stracke International,EB501,Articulated Robots,7,23.99,4.8,163.13
1101341,Retail,Ali Prohaska,RS707,RXW-9807 Robot,1,599,0,599
1101342,Retail,Marnie Tatchell,EB516,RTF Drones,1,16.99,0,16.99
1101343,Wholesale,Zemlak Inc.,DK203,BYOD-220,52,69,13.8,3574.2
1101344,Wholesale,Swaniawski Group,TV811,Understanding Drone Regulations,8,27.5,5.5,214.5
1101345,Wholesale,Torp Inc.,RK602,BYOR-1000,5,189,37.8,907.2
1101346,Retail,Lexis Mitcheson,DK206,BYOD-400,1,119,0,119
1101347,Wholesale,Bergstrom LLC,EB503,Building Your Own Drone,9,24.99,5,219.91
1101348,Wholesale,Streich LLC,EB511,Helicopter Drones,6,20.95,4.19,121.51
1101349,Wholesale,Torphy Invisionaries,TV806,Mapping with Drones,57,49,9.8,2783.2
1101350,Retail,Lori Collier,EB504,Cartesian Robots,1,12.99,0,12.99
1101351,Wholesale,Murazik Inc.,DS303,DTD-7000 Drone,20,450,90,8910
1101352,Retail,Cody Slimm,RK603,BYOR-1500,1,189,0,189
1101353,Retail,Kellsie Plank,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1101354,Wholesale,Predovic LLC,TV805,Industrial 3D Printing,8,49,9.8,382.2
1101355,Wholesale,Dickens LLC,RK603,BYOR-1500,10,189,37.8,1852.2
1101356,Retail,Tommie Antonoczyk,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1101357,Wholesale,Kuhn Group,EB521,Understanding Artificial Intelligence,5,19.5,3.9,93.6
1101358,Retail,Kermie Balcers,TV807,Open Source Code,1,32.95,0,32.95
1101359,Retail,Dur Talkington,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1101360,Retail,Misty Oberbrunner,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1101361,Wholesale,Hayes LLC,RS707,RXW-9807 Robot,12,599,119.8,7068.2
1101362,Wholesale,Howe LLC,TV802,AI for Educators,11,49.95,9.99,539.46
1101363,Retail,Mei Naton,BP107,Ladybug Robot Blueprint,1,12,0,12
1101364,Wholesale,Labadie Inc.,TV805,Industrial 3D Printing,11,49,9.8,529.2
1101365,Wholesale,Lockman Group,DS302,DC-304 Drone,9,395,79,3476
1101366,Wholesale,Kiehn LLC,EB502,Building Your First Robot,10,24.95,4.99,244.51
1101367,Wholesale,Becker LLC,TV808,Robotic Essentials,6,34.99,7,202.94
1101368,Retail,SpencerInc.,TV805,Industrial 3D Printing,48,49,0,2352
1101369,Wholesale,Ortiz Inc.,EB513,Photograph Drones,10,14.99,3,146.9
1101370,Retail,Abba Handman,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1101371,Retail,Ciro Sturley,RK603,BYOR-1500,1,189,0,189
1101372,Wholesale,Nader LLC,DS307,MICR-564K Drone,7,499,99.8,3393.2
1101373,Retail,Berget Cordeiro,DS306,DX-145 Drone,2,250,0,500
1101374,Wholesale,Erdman LLC,TV809,Understanding 3D Printing,5,42.99,8.6,206.35
1101375,Retail,Paxton Trebilcock,EB507,Drone Building Essentials,1,13.99,0,13.99
1101376,Retail,Sibyl Madsen,RS706,RWW-75 Robot,1,883,0,883
1101377,Retail,Benn Cornew,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1101378,Wholesale,Boehm Inc.,DK203,BYOD-220,3,69,13.8,193.2
1101379,Wholesale,Stiedemann Securities,RK603,BYOR-1500,8,189,37.8,1474.2
1101380,Wholesale,Emard LLC,BP102,Bsquare Robot Blueprint,95,8.99,1.8,852.25
1101381,Retail,Nathan Jenkins,EB513,Photograph Drones,1,14.99,0,14.99
1101382,Retail,Karlens McIlvaney,EB517,SCARA Robots,1,19.5,0,19.5
1101383,Retail,Haywood Leonards,TV805,Industrial 3D Printing,1,49,0,49
1101384,Retail,Conrado Wheble,RS704,RLK-9920 Robot,1,699,0,699
1101385,Wholesale,Daugherty Group,RK603,BYOR-1500,11,189,37.8,2041.2
1101386,Wholesale,Jones LLC,TV810,Understanding Automation,12,44.95,8.99,530.41
1101387,Retail,Garvey Paty,DK203,BYOD-220,1,69,0,69
1101388,Retail,Deborah Nilles,EB501,Articulated Robots,1,23.99,0,23.99
1101389,Wholesale,Effertz LLC,BP110,Sleepy Eye Blueprint,9,11.99,2.4,105.51
1101390,Wholesale,Witting Innovations,TV801,Aerial Security,9,36.99,7.4,325.51
1101391,Retail,Archibold Pogg,EB509,GPS Drones,1,19.99,0,19.99
1101392,Retail,Jennifer Stanton,DK201,BYOD-100,2,54,0,108
1101393,Wholesale,Schmidt Group,BP109,QuadroCopter Blueprint,8,10.99,2.2,85.72
1101394,Retail,Scarlett Kerbey,EB514,Polar Robots,1,23.99,0,23.99
1101395,Retail,Aldus Leisman,TV809,Understanding 3D Printing,1,42.99,0,42.99
1101396,Wholesale,McKenzie Inc..,RK603,BYOR-1500,5,189,37.8,907.2
1101397,Retail,Glynda Caffrey,BP110,Sleepy Eye Blueprint,1,11.99,0,11.99
1101398,Wholesale,Ferry Group,EB511,Helicopter Drones,11,20.95,4.19,226.26
1101399,Wholesale,The Wisoky Team,RK602,BYOR-1000,12,189,37.8,2230.2
1101400,Wholesale,McKenzie Inc..,EB513,Photograph Drones,47,14.99,3,701.53
1101401,Wholesale,Bauch Group,EB521,Understanding Artificial Intelligence,70,19.5,3.9,1361.1
1101402,Wholesale,Kreiger LLC,EB513,Photograph Drones,4,14.99,3,56.96
1101403,Wholesale,Lehner Inc.,RS707,RXW-9807 Robot,11,599,119.8,6469.2
1101404,Wholesale,Brekke Productions,EB502,Building Your First Robot,10,24.95,4.99,244.51
1101405,Wholesale,Daugherty Group,DS306,DX-145 Drone,7,250,50,1700
1101406,Wholesale,McCullough LLC,EB509,GPS Drones,13,19.99,4,255.87
1101407,Retail,Efrem Malek,EB513,Photograph Drones,1,14.99,0,14.99
1101408,Wholesale,Mountain Run LLC,TV803,Cloud Computing,6,29.99,6,173.94
1101409,Wholesale,Bergnaum Group,TV813,Virtual Reality Basics,10,29.99,6,293.9
1101410,Retail,Verne Russell,RK606,BYOR-3535,1,225,0,225
1101411,Wholesale,Hegmann Group,EB507,Drone Building Essentials,49,13.99,2.8,682.71
1101412,Wholesale,Collier and Sons,RK602,BYOR-1000,8,189,37.8,1474.2
1101413,Wholesale,Gusikowski Group,EB502,Building Your First Robot,10,24.95,4.99,244.51
1101414,Retail,Efren McCotter,EB507,Drone Building Essentials,1,13.99,0,13.99
1101415,Wholesale,Harber LLC,EB506,Delta Robots,5,16.99,3.4,81.55
1101416,Wholesale,Kemmer and Sons,EB521,Understanding Artificial Intelligence,5,19.5,3.9,93.6
1101417,Wholesale,Jakubowski Inc.,EB501,Articulated Robots,6,23.99,4.8,139.14
1101418,Retail,Constanta Melross,RS702,MICR-23K Robot,1,899,0,899
1101419,Retail,Rau Krajcik,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1101420,Wholesale,Gleason LLC,EB508,Fixed Wing Drones,12,15.5,3.1,182.9
1101421,Wholesale,Champlin Inc.,EB519,Spherical Robots,31,16.75,3.35,515.9
1101422,Wholesale,Rippin Industries,EB507,Drone Building Essentials,34,13.99,2.8,472.86
1101423,Wholesale,Effertz LLC,BP109,QuadroCopter Blueprint,103,10.99,2.2,1129.77
1101424,Retail,Ulrikaumeko Romaint,RK603,BYOR-1500,1,189,0,189
1101425,Wholesale,Hettinger and Sons,EB502,Building Your First Robot,9,24.95,4.99,219.56
1101426,Retail,Colan Diggles,DK209,BYOD-550,1,179,0,179
1101427,Wholesale,Reichel and Sons,EB507,Drone Building Essentials,11,13.99,2.8,151.09
1101428,Retail,Kimberlyn Hainey,EB508,Fixed Wing Drones,1,15.5,0,15.5
1101429,Wholesale,Labadie Inc.,DK203,BYOD-220,12,69,13.8,814.2
1101430,Retail,Farr Fielden,RK607,BYOR-4005,1,245,0,245
1101431,Retail,Flemming Karadzas,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1101432,Wholesale,Wiegand Inc.,TV810,Understanding Automation,13,44.95,8.99,575.36
1101433,Wholesale,Bernier Security,BP106,Hexacopter Drone Blueprint,10,8.99,1.8,88.1
1101434,Wholesale,Borer LLC,TV807,Open Source Code,5,32.95,6.59,158.16
1101435,Retail,Allx Sedworth,EB518,Single Rotor Drones,1,14.99,0,14.99
1101436,Retail,Mathilde Priver,TV806,Mapping with Drones,1,49,0,49
1101437,Retail,Emilee Mullarkey,BP105,Creature Robot Arms Blueprint,1,12,0,12
1101438,Wholesale,Schoen Technologies,BP108,Panda Robot Blueprint,5,7.99,1.6,38.35
1101439,Wholesale,Jacobson Group,BP107,Ladybug Robot Blueprint,8,12,2.4,93.6
1101440,Wholesale,Schoen Technologies,TV808,Robotic Essentials,9,34.99,7,307.91
1101441,Wholesale,Abernathy LLC,EB519,Spherical Robots,10,16.75,3.35,164.15
1101442,Wholesale,Oberbrunner Inc.,DS303,DTD-7000 Drone,9,450,90,3960
1101443,Wholesale,Conn Inc.,TV813,Virtual Reality Basics,11,29.99,6,323.89
1101444,Wholesale,Witting Innovations,BP107,Ladybug Robot Blueprint,9,12,2.4,105.6
1101445,Wholesale,Nicolas Inc.,TV806,Mapping with Drones,92,49,9.8,4498.2
1101446,Wholesale,Schroeder Library,EB509,GPS Drones,80,19.99,4,1595.2
1101447,Wholesale,Bergstrom LLC,DS305,DTI-84 Drone,32,455,91,14469
1101448,Retail,Goober Chasemoore,TV805,Industrial 3D Printing,1,49,0,49
1101449,Wholesale,Streich LLC,DK202,BYOD-200,9,58.95,11.79,518.76
1101450,Retail,Vic Mucklow,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1101451,Wholesale,The Mayer Company,DS303,DTD-7000 Drone,10,450,90,4410
1101452,Wholesale,Dickens LLC,BP109,QuadroCopter Blueprint,6,10.99,2.2,63.74
1101453,Retail,Guthry Moatt,EB501,Articulated Robots,1,23.99,0,23.99
1101454,Wholesale,Luettgen Security,BP105,Creature Robot Arms Blueprint,8,12,2.4,93.6
1101455,Wholesale,Gottlieb-Jenkins,EB513,Photograph Drones,9,14.99,3,131.91
1101456,Retail,Missie McNeil,EB514,Polar Robots,1,23.99,0,23.99
1101457,Retail,Costanza Bardsley,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1101458,Wholesale,Sawayn Inc.,EB514,Polar Robots,12,23.99,4.8,283.08
1101459,Retail,Giuditta Baudin,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1101460,Wholesale,Vandervort LLC,DS306,DX-145 Drone,13,250,50,3200
1101461,Wholesale,Cassin Inc.,BP107,Ladybug Robot Blueprint,19,12,2.4,225.6
1101462,Retail,Brewer Bastian,DK209,BYOD-550,1,179,0,179
1101463,Retail,Jeannie Frami-Senger,RK605,BYOR-3000,3,214,0,642
1101464,Retail,Hervey Cranham,RS707,RXW-9807 Robot,1,599,0,599
1101465,Retail,Shaylynn Poure,RK605,BYOR-3000,2,214,0,428
1101466,Retail,Chrysler Mousdall,DS303,DTD-7000 Drone,1,450,0,450
1101467,Wholesale,Bauch Group,BP108,Panda Robot Blueprint,3,7.99,1.6,22.37
1101468,Retail,Konstanze Percy,EB503,Building Your Own Drone,1,24.99,0,24.99
1101469,Wholesale,Kohler LLC,RK603,BYOR-1500,11,189,37.8,2041.2
1101470,Wholesale,McGlynn Group,EB502,Building Your First Robot,7,24.95,4.99,169.66
1101471,Retail,Glynis Cammoile,TV803,Cloud Computing,1,29.99,0,29.99
1101472,Wholesale,Herzog Group,DS305,DTI-84 Drone,11,455,91,4914
1101473,Wholesale,Kemmer and Sons,EB507,Drone Building Essentials,7,13.99,2.8,95.13
1101474,Wholesale,Bergnaum Group,EB513,Photograph Drones,12,14.99,3,176.88
1101475,Retail,Heath Pretswell,RS707,RXW-9807 Robot,1,599,0,599
1101476,Retail,Cecily Kyles,EB514,Polar Robots,1,23.99,0,23.99
1101477,Retail,Reynold Carvilla,DK201,BYOD-100,1,54,0,54
1101478,Retail,Marcellus Destouche,TV804,Drone Video Techniques,1,37.99,0,37.99
1101479,Wholesale,Howe LLC,TV811,Understanding Drone Regulations,5,27.5,5.5,132
1101480,Retail,Jean Douglas,EB504,Cartesian Robots,1,12.99,0,12.99
1101481,Wholesale,Rutherford Group,TV806,Mapping with Drones,5,49,9.8,235.2
1101482,Retail,Rahel Sawford,DK208,BYOD-500,1,167,0,167
1101483,Retail,Claiborne Trye,BP107,Ladybug Robot Blueprint,1,12,0,12
1101484,Wholesale,Schroeder Library,RK602,BYOR-1000,7,189,37.8,1285.2
1101485,Wholesale,Nikolaus LLC,DS306,DX-145 Drone,10,250,50,2450
1101486,Retail,Yance Garnall,TV805,Industrial 3D Printing,1,49,0,49
1101487,Wholesale,Bernier Security,DS303,DTD-7000 Drone,5,450,90,2160
1101488,Wholesale,Koss Industries,TV806,Mapping with Drones,11,49,9.8,529.2
1101489,Retail,Darin Considine,DK208,BYOD-500,2,167,0,334
1101490,Wholesale,Champlin Inc.,EB501,Articulated Robots,44,23.99,4.8,1050.76
1101491,Wholesale,Price Inc.,DS306,DX-145 Drone,18,250,50,4450
1101492,Wholesale,Treats Inc.,RK602,BYOR-1000,48,189,37.8,9034.2
1101493,Wholesale,Bosco Group,EB507,Drone Building Essentials,9,13.99,2.8,123.11
1101494,Wholesale,White Group,BP104,Cat Robot Blueprint,3,4.99,1,13.97
1101495,Wholesale,Waters Co.,RS702,MICR-23K Robot,13,899,179.8,11507.2
1101496,Retail,Elka Ivakhno,EB509,GPS Drones,1,19.99,0,19.99
1101497,Retail,Tybie Abbate,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1101498,Retail,Duky Dobbins,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1101499,Wholesale,Thompson Inc.,EB501,Articulated Robots,6,23.99,4.8,139.14
1101500,Retail,Leeann Samuels,BP109,QuadroCopter Blueprint,1,10.99,0,10.99
1101501,Retail,Grier Emanuele,TV808,Robotic Essentials,1,34.99,0,34.99
1101502,Wholesale,Yost LLC,TV809,Understanding 3D Printing,5,42.99,8.6,206.35
1101503,Wholesale,Dickens LLC,EB507,Drone Building Essentials,10,13.99,2.8,137.1
1101504,Retail,Yetta Cheake,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1101505,Wholesale,Collier and Sons,TV804,Drone Video Techniques,12,37.99,7.6,448.28
1101506,Wholesale,Schuppe Inc.,DS306,DX-145 Drone,10,250,50,2450
1101507,Retail,Pfeffer LLC,BP104,Cat Robot Blueprint,44,4.99,0,219.56
1101508,Wholesale,Witting Innovations,DK206,BYOD-400,20,119,23.8,2356.2
1101509,Retail,Kerluke Inc.,DK204,BYOD-300,3,89,0,267
1101510,Retail,Lenka Hasselby,TV803,Cloud Computing,1,29.99,0,29.99
1101511,Wholesale,Kuhic Inc.,DS306,DX-145 Drone,12,250,50,2950
1101512,Wholesale,Labadie Inc.,TV803,Cloud Computing,5,29.99,6,143.95
1101513,Retail,Zacharias Djurisic,TV803,Cloud Computing,1,29.99,0,29.99
1101514,Wholesale,Wilderman Inc.,TV809,Understanding 3D Printing,11,42.99,8.6,464.29
1101515,Retail,Lauren Stiedemann,TV804,Drone Video Techniques,1,37.99,0,37.99
1101516,Wholesale,Rath LLC,RK605,BYOR-3000,13,214,42.8,2739.2
1101517,Wholesale,MacGyver Group,DK201,BYOD-100,13,54,10.8,691.2
1101518,Retail,Emma Bogan,EB511,Helicopter Drones,1,20.95,0,20.95
1101519,Retail,Berke Risbrough,DS307,MICR-564K Drone,1,499,0,499
1101520,Wholesale,Becker LLC,EB506,Delta Robots,12,16.99,3.4,200.48
1101521,Retail,Shay Course,TV805,Industrial 3D Printing,1,49,0,49
1101522,Wholesale,Langosh Inc.,DK206,BYOD-400,12,119,23.8,1404.2
1101523,Wholesale,Ullrich Inc.,EB512,Multi Rotor Drones,6,24.95,4.99,144.71
1101524,Wholesale,Baumbach Security,EB513,Photograph Drones,9,14.99,3,131.91
1101525,Wholesale,Howe LLC,DK206,BYOD-400,11,119,23.8,1285.2
1101526,Retail,Kelly Johnson,DS306,DX-145 Drone,2,250,0,500
1101527,Retail,Carmelita Ilyas,TV806,Mapping with Drones,1,49,0,49
1101528,Retail,Janeta MacKeague,DS301,DA-SA702 Drone,1,399,0,399
1101529,Retail,Bartholomeus Duncan,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1101530,Retail,David Wyman,TV808,Robotic Essentials,1,34.99,0,34.99
1101531,Wholesale,O'Kon Inc.,DS306,DX-145 Drone,11,250,50,2700
1101532,Wholesale,Bins Inc.,EB508,Fixed Wing Drones,12,15.5,3.1,182.9
1101533,Wholesale,Bailey Inc.,RK606,BYOR-3535,12,225,45,2655
1101534,Wholesale,O'Kon Inc.,TV810,Understanding Automation,7,44.95,8.99,305.66
1101535,Retail,Jake Homenick,DS306,DX-145 Drone,5,250,0,1250
1101536,Wholesale,Conroy Information Systems,EB508,Fixed Wing Drones,7,15.5,3.1,105.4
1101537,Retail,Tom Howell,TV808,Robotic Essentials,1,34.99,0,34.99
1101538,Retail,Tammy Caird,DS305,DTI-84 Drone,1,455,0,455
1101539,Retail,Adelheid Sandeman,TV809,Understanding 3D Printing,1,42.99,0,42.99
1101540,Retail,George Reichert,DS301,DA-SA702 Drone,1,399,0,399
1101541,Wholesale,Dare LLC,DK202,BYOD-200,47,58.95,11.79,2758.86
1101542,Retail,Liz Carter,EB502,Building Your First Robot,1,24.95,0,24.95
1101543,Wholesale,Rogahn Group,EB506,Delta Robots,6,16.99,3.4,98.54
1101544,Wholesale,Schamberger Inc.,EB520,Understanding Arduino,8,17.5,3.5,136.5
1101545,Wholesale,Stokes Electronics,BP102,Bsquare Robot Blueprint,13,8.99,1.8,115.07
1101546,Wholesale,Kunze Group,DK203,BYOD-220,12,69,13.8,814.2
1101547,Wholesale,Smith Technologies,EB512,Multi Rotor Drones,3,24.95,4.99,69.86
1101548,Wholesale,Green-Shields,TV805,Industrial 3D Printing,9,49,9.8,431.2
1101549,Wholesale,Bins Inc.,RK607,BYOR-4005,35,245,49,8526
1101550,Wholesale,Volkman LLC,EB520,Understanding Arduino,4,17.5,3.5,66.5
1101551,Wholesale,Lockman Group,DS307,MICR-564K Drone,10,499,99.8,4890.2
1101552,Retail,Dulcie Geaney,TV806,Mapping with Drones,1,49,0,49
1101553,Wholesale,Lubowitz LLC,DK204,BYOD-300,5,89,17.8,427.2
1101554,Retail,Karen Wilderman,EB508,Fixed Wing Drones,1,15.5,0,15.5
1101555,Retail,Guendolen Posse,RK606,BYOR-3535,1,225,0,225
1101556,Retail,Alyssa Stamm,TV802,AI for Educators,1,49.95,0,49.95
1101557,Retail,Willem Ede,EB509,GPS Drones,1,19.99,0,19.99
1101558,Retail,Mirna Gatward,DS301,DA-SA702 Drone,2,399,0,798
1101559,Retail,Guido Gutierrez,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1101560,Wholesale,DuBuque Group,TV808,Robotic Essentials,10,34.99,7,342.9
1101561,Wholesale,Turner and Sons,RK603,BYOR-1500,6,189,37.8,1096.2
1101562,Wholesale,Tremblay Inc.,RK605,BYOR-3000,12,214,42.8,2525.2
1101563,Wholesale,Jakubowski Inc.,RS706,RWW-75 Robot,10,883,176.6,8653.4
1101564,Retail,Emlyn Binns,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1101565,Retail,Malory Petrasch,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1101566,Wholesale,Langosh Inc.,DS306,DX-145 Drone,6,250,50,1450
1101567,Retail,Avrom Klein,TV808,Robotic Essentials,1,34.99,0,34.99
1101568,Wholesale,McKenzie Inc..,BP107,Ladybug Robot Blueprint,11,12,2.4,129.6
1101569,Wholesale,Turner and Sons,BP107,Ladybug Robot Blueprint,10,12,2.4,117.6
1101570,Retail,Raynor Group,EB508,Fixed Wing Drones,58,15.5,0,899
